word,sentence,word_mean
kick,Ain't that a kick in the head?,"to hit someone or something with the foot , or to move the feet and legs suddenly and violently"
grab,How does that grab you?,to take hold of something or someone suddenly and roughly
blame,You're not to blame.,to say or think that someone or something did something wrong or is responsible for something bad happening
suit,A politician's word so that young fellas like yourself can wear a suit and a tie and have a job.,a jacket and trousers or a jacket and skirt that are made from the same material
father's,What is your father's name?,"a day each year when people celebrate fathers , and often give a card or present to their father or do something special for him. In both the US and the UK this is the third Sunday in June"
mission,"Its continuing mission, to explore strange new worlds to seek out new life and new civilisations to boldly go where no one has gone before.","an important job , especially a military one, that someone is sent somewhere to do"
patient,This patient is in V-fib.,"a person who is receiving medical care , or who is cared for by a particular doctor or dentist when necessary"
begin,I don't know where to begin.,to start to happen or exist
computer,The city's central computer told you?,"an electronic machine that is used for storing , organizing , and finding words, numbers , and pictures , for doing calculations , and for controlling other machines"
continue,"It began with a closed, deserted diner and a man too long without sleep to continue his journey.","to keep happening , existing , or doing something, or to cause something or someone to do this"
listening,Are you listening to me?,present participle of listen
they'd,It's the only way they'd let me stay.,short form of they had
address,I'll give you the address.,"the number of the house , name of the road , and name of the town where a person lives or works , and where letters can be sent"
type,You're not my type.,a particular group of people or things that share similar characteristics and form a smaller division of a larger set
indeed,Thank you very much indeed.,"really or certainly , often used to emphasize something"
usually,What's an item like this usually go for?,in the way that most often happens
battle,All hands to battle stations.,a fight between armed forces
race,"Right now, I'm a fuckin' race car, and you got me in the red.",a competition in which all the competitors try to be the fastest and to finish first
grow,Why don't you grow up?,"to increase in size or amount , or to become more advanced or developed"
pictures,Captioning sponsored by PARAMOUNT PICTURES,the cinema
obviously,"New money, obviously, but still a member of the club.",in a way that is easy to understand or see
suddenly,Suddenly you realize there's a wasp crawling on your arm.,quickly and unexpectedly
further,"No further questions, Your Honor.","comparative of far : to a greater distance or degree , or at a more advanced level"
ma,"And from South America -- Ma-Ti, with the power of heart.",a mother
notice,The guards simply didn't notice.,to see or become conscious of something or someone
she'd,She'd like to speak to you.,short form of she had
lock,Why did you lock the door?,a device that prevents something such as a door from being opened and can only be opened with a key
breakfast,What do you want for breakfast?,a meal eaten in the morning as the first meal of the day
relationship,"To the Italian people that's a very sacred, close relationship.",the way in which two things are connected
crying,What are you crying about?,"the act of crying, or the sound of someone crying"
gas,We're out of gas.,a substance in a form like air that is neither solid nor liquid
passed,He passed away two weeks ago.,past simple and past participle of pass
guilty,We find the defendant not guilty.,"feeling worried or unhappy because you have done something wrong , such as causing harm to another person"
guns,"Lance, keep your hands away from the guns.",arms with large muscles
majesty,Her Majesty here is the real payoff.,"If something has majesty, it causes admiration and respect for its beauty"
waste,This is a waste of time.,"an unnecessary or wrong use of money , substances , time , energy , abilities , etc"
magic,She sends five magic rings to five special young people --,"the use of special powers to make things happen that would usually be impossible , such as in stories for children"
became,"But in the year of the Shadow War, it became something greater our last, best hope for victory.",past simple of become
flight,Did you have a good flight?,a journey in an aircraft
press,The press knows the size of Titanic.,"to push something firmly , often without causing it to move permanently further away from you"
allow,Allow me to introduce myself.,"to give permission for someone to do something, or to not prevent something from happening"
prince,"I am Adam, Prince of Eternia and defender of the secrets of Castle Grayskull.","an important male member of a royal family , especially a son or grandson of the king or queen"
awful,They can't escape their awful fate from Proton's mighty fury.,extremely bad or unpleasant
brothers,Bring our brothers home now!,a man or boy with the same parents as another person
feelings,I didn't mean to hurt your feelings.,"emotions , especially those influenced by other people"
beg,"Oh, I beg your pardon, sir.",to make a very strong and urgent request
boyfriend,Two months ago he took her for a drive with another boyfriend.,a man or boy that a person is having a romantic or sexual relationship with
smile,It's an open smile on a friendly shore.,"a happy or friendly expression on the face in which the ends of the mouth curve up slightly , often with the lips moving apart so that the teeth can be seen"
twice,You don't have to tell me twice.,two times
surprised,Why are you so surprised?,feeling or showing surprise because something has happened that you did not expect
